"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","O3_DALY_V","Number of DALYs from exposure to outdoor ozone","2016","2016","NBR","Number","0","Units",,,10752.69,,
"NLD","Netherlands","O3_DALY_V","Number of DALYs from exposure to outdoor ozone","2017","2017","NBR","Number","0","Units",,,11036.23,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","1990","1990","USD","US Dollar","6","Millions","2010","2010",1777.808,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","1991","1991","USD","US Dollar","6","Millions","2010","2010",1845.515,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","1992","1992","USD","US Dollar","6","Millions","2010","2010",1907.222,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","1993","1993","USD","US Dollar","6","Millions","2010","2010",2061.67,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","1994","1994","USD","US Dollar","6","Millions","2010","2010",2099.605,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","1995","1995","USD","US Dollar","6","Millions","2010","2010",2227.318,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","1996","1996","USD","US Dollar","6","Millions","2010","2010",2344.862,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","1997","1997","USD","US Dollar","6","Millions","2010","2010",2422.34,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","1998","1998","USD","US Dollar","6","Millions","2010","2010",2554.807,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","1999","1999","USD","US Dollar","6","Millions","2010","2010",2713.184,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","2000","2000","USD","US Dollar","6","Millions","2010","2010",2818.843,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","2001","2001","USD","US Dollar","6","Millions","2010","2010",2831.623,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","2002","2002","USD","US Dollar","6","Millions","2010","2010",2839.698,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","2003","2003","USD","US Dollar","6","Millions","2010","2010",2856.756,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","2004","2004","USD","US Dollar","6","Millions","2010","2010",2822.543,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","2005","2005","USD","US Dollar","6","Millions","2010","2010",2878.431,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","2006","2006","USD","US Dollar","6","Millions","2010","2010",2943.033,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","2007","2007","USD","US Dollar","6","Millions","2010","2010",3004.591,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","2008","2008","USD","US Dollar","6","Millions","2010","2010",3087.952,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","2009","2009","USD","US Dollar","6","Millions","2010","2010",2992.333,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","2010","2010","USD","US Dollar","6","Millions","2010","2010",3059.839,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","2011","2011","USD","US Dollar","6","Millions","2010","2010",3159.016,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","2012","2012","USD","US Dollar","6","Millions","2010","2010",3208.351,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","2013","2013","USD","US Dollar","6","Millions","2010","2010",3211.658,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","2014","2014","USD","US Dollar","6","Millions","2010","2010",3220.324,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","2015","2015","USD","US Dollar","6","Millions","2010","2010",3448.907,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","2016","2016","USD","US Dollar","6","Millions","2010","2010",3617.013,,
"NLD","Netherlands","O3_SC_V","Welfare cost of premature deaths from exposure to outdoor ozone","2017","2017","USD","US Dollar","6","Millions","2010","2010",3817.973,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","1990","1990","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,536.9766,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","1991","1991","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,531.8755,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","1992","1992","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,528.5598,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","1993","1993","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,547.6708,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","1994","1994","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,533.0748,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","1995","1995","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,533.1133,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","1996","1996","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,535.6864,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","1997","1997","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,526.8592,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","1998","1998","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,524.5009,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","1999","1999","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,530.7306,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","2000","2000","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,527.3171,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","2001","2001","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,517.1655,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","2002","2002","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,510.9971,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","2003","2003","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,502.1697,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","2004","2004","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,479.2326,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","2005","2005","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,464.5382,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","2006","2006","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,452.1618,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","2007","2007","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,440.3573,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","2008","2008","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,441.231,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","2009","2009","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,434.498,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","2010","2010","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,432.731,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","2011","2011","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,428.0559,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","2012","2012","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,413.3333,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","2013","2013","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,395.9109,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","2014","2014","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,384.429,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","2015","2015","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,397.6432,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","2016","2016","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,391.3355,,
"NLD","Netherlands","TOT_MOR","Mortality from exposure to outdoor PM2.5 and ozone","2017","2017","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,400.6074,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","1990","1990","PER","Persons","0","Units",,,574.0732,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","1991","1991","PER","Persons","0","Units",,,587.6515,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","1992","1992","PER","Persons","0","Units",,,602.3591,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","1993","1993","PER","Persons","0","Units",,,648.1321,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","1994","1994","PER","Persons","0","Units",,,648.2416,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","1995","1995","PER","Persons","0","Units",,,674.4429,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","1996","1996","PER","Persons","0","Units",,,693.8101,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","1997","1997","PER","Persons","0","Units",,,696.28,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","1998","1998","PER","Persons","0","Units",,,712.0736,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","1999","1999","PER","Persons","0","Units",,,730.2997,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","2000","2000","PER","Persons","0","Units",,,737.3148,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","2001","2001","PER","Persons","0","Units",,,731.6677,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","2002","2002","PER","Persons","0","Units",,,736.522,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","2003","2003","PER","Persons","0","Units",,,742.5915,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","2004","2004","PER","Persons","0","Units",,,725.0652,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","2005","2005","PER","Persons","0","Units",,,729.7401,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","2006","2006","PER","Persons","0","Units",,,728.3503,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","2007","2007","PER","Persons","0","Units",,,724.6397,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","2008","2008","PER","Persons","0","Units",,,736.9694,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","2009","2009","PER","Persons","0","Units",,,738.4989,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","2010","2010","PER","Persons","0","Units",,,748.8022,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","2011","2011","PER","Persons","0","Units",,,764.9135,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","2012","2012","PER","Persons","0","Units",,,785.4422,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","2013","2013","PER","Persons","0","Units",,,789.3494,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","2014","2014","PER","Persons","0","Units",,,784.4489,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","2015","2015","PER","Persons","0","Units",,,827.1586,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","2016","2016","PER","Persons","0","Units",,,854.4036,,
"NLD","Netherlands","O3_MOR_V","Premature deaths from exposure to outdoor ozone","2017","2017","PER","Persons","0","Units",,,881.7025,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","1990","1990","USD","US Dollar","6","Millions","2010","2010",24886.43,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","1991","1991","USD","US Dollar","6","Millions","2010","2010",25163.04,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","1992","1992","USD","US Dollar","6","Millions","2010","2010",25380.9,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","1993","1993","USD","US Dollar","6","Millions","2010","2010",26598.52,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","1994","1994","USD","US Dollar","6","Millions","2010","2010",26536.15,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","1995","1995","USD","US Dollar","6","Millions","2010","2010",27232.44,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","1996","1996","USD","US Dollar","6","Millions","2010","2010",28176.55,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","1997","1997","USD","US Dollar","6","Millions","2010","2010",28695.38,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","1998","1998","USD","US Dollar","6","Millions","2010","2010",29630.57,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","1999","1999","USD","US Dollar","6","Millions","2010","2010",31223.72,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","2000","2000","USD","US Dollar","6","Millions","2010","2010",32107.15,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","2001","2001","USD","US Dollar","6","Millions","2010","2010",32059.93,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","2002","2002","USD","US Dollar","6","Millions","2010","2010",31740.22,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","2003","2003","USD","US Dollar","6","Millions","2010","2010",31297.82,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","2004","2004","USD","US Dollar","6","Millions","2010","2010",30384.76,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","2005","2005","USD","US Dollar","6","Millions","2010","2010",29990.4,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","2006","2006","USD","US Dollar","6","Millions","2010","2010",30036.99,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","2007","2007","USD","US Dollar","6","Millions","2010","2010",30139.64,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","2008","2008","USD","US Dollar","6","Millions","2010","2010",30632.07,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","2009","2009","USD","US Dollar","6","Millions","2010","2010",29272.5,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","2010","2010","USD","US Dollar","6","Millions","2010","2010",29499.96,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","2011","2011","USD","US Dollar","6","Millions","2010","2010",29588.14,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","2012","2012","USD","US Dollar","6","Millions","2010","2010",28346.23,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","2013","2013","USD","US Dollar","6","Millions","2010","2010",27126.39,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","2014","2014","USD","US Dollar","6","Millions","2010","2010",26654.11,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","2015","2015","USD","US Dollar","6","Millions","2010","2010",28084.14,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","2016","2016","USD","US Dollar","6","Millions","2010","2010",28142.42,,
"NLD","Netherlands","TOT_SC_V","Welfare cost of premature deaths from exposure to outdoor PM2.5 and ozone","2017","2017","USD","US Dollar","6","Millions","2010","2010",29552.61,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","1990","1990","NBR","Number","0","Units",,,167622.8,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","1991","1991","NBR","Number","0","Units",,,166611.2,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","1992","1992","NBR","Number","0","Units",,,166038.9,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","1993","1993","NBR","Number","0","Units",,,171271.3,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","1994","1994","NBR","Number","0","Units",,,167962.5,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","1995","1995","NBR","Number","0","Units",,,168558.6,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","1996","1996","NBR","Number","0","Units",,,169964.7,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","1997","1997","NBR","Number","0","Units",,,168464.9,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","1998","1998","NBR","Number","0","Units",,,168722.2,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","1999","1999","NBR","Number","0","Units",,,171205.9,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","2000","2000","NBR","Number","0","Units",,,171214.2,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","2001","2001","NBR","Number","0","Units",,,169164.3,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","2002","2002","NBR","Number","0","Units",,,167977.1,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","2003","2003","NBR","Number","0","Units",,,166669.6,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","2004","2004","NBR","Number","0","Units",,,161498.9,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","2005","2005","NBR","Number","0","Units",,,157370.1,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","2006","2006","NBR","Number","0","Units",,,154516.4,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","2007","2007","NBR","Number","0","Units",,,152415.3,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","2008","2008","NBR","Number","0","Units",,,153720.5,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","2009","2009","NBR","Number","0","Units",,,152798.9,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","2010","2010","NBR","Number","0","Units",,,153107.6,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","2011","2011","NBR","Number","0","Units",,,151722.9,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","2012","2012","NBR","Number","0","Units",,,146619.8,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","2013","2013","NBR","Number","0","Units",,,141361.3,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","2014","2014","NBR","Number","0","Units",,,138156.7,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","2015","2015","NBR","Number","0","Units",,,141266.1,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","2016","2016","NBR","Number","0","Units",,,138059.4,,
"NLD","Netherlands","TOT_DALY_V","Number of DALYs from exposure to outdoor PM2.5 and ozone","2017","2017","NBR","Number","0","Units",,,140176.7,,
